region	layer	chamber	VFAT	reason_mask
M	1	8	4	1
M	1	8	5	1
M	1	8	6	1
M	1	8	7	1
M	1	8	8	1
M	1	8	9	1
M	1	8	10	1
M	1	8	11	1
M	1	8	12	1
M	1	8	13	1
M	1	8	14	1
M	1	8	15	1
M	1	8	16	1
M	1	8	17	1
M	1	8	18	1
M	1	8	19	1
M	1	8	20	1
M	1	8	21	1
M	1	8	22	1
M	1	8	23	1
M	1	12	0	1
M	1	12	1	1
M	1	12	2	1
M	1	12	3	1
M	1	12	4	1
M	1	12	5	1
M	1	12	6	1
M	1	12	8	1
M	1	12	16	1
M	1	15	0	1
M	1	15	1	1
M	1	15	2	1
M	1	15	3	1
M	1	15	4	1
M	1	15	5	1
M	1	15	6	1
M	1	15	7	1
M	1	15	8	1
M	1	15	9	1
M	1	15	10	1
M	1	15	11	1
M	1	15	12	1
M	1	15	13	1
M	1	15	14	1
M	1	15	15	1
M	1	15	16	1
M	1	15	17	1
M	1	15	18	1
M	1	15	19	1
M	1	15	20	1
M	1	15	21	1
M	1	15	22	1
M	1	15	23	1
M	1	21	7	1
M	1	21	20	1
M	1	21	23	1
M	1	22	8	1
M	1	24	20	1
M	1	26	0	1
M	1	26	1	1
M	1	26	2	1
M	1	26	3	1
M	1	26	4	1
M	1	26	5	1
M	1	26	6	1
M	1	26	7	1
M	1	26	8	1
M	1	26	9	1
M	1	26	10	1
M	1	26	11	1
M	1	26	12	1
M	1	26	13	1
M	1	26	14	1
M	1	26	15	1
M	1	26	16	1
M	1	26	17	1
M	1	26	18	1
M	1	26	19	1
M	1	26	20	1
M	1	26	21	1
M	1	26	22	1
M	1	26	23	1
M	1	32	0	1
M	1	32	1	1
M	1	32	2	1
M	1	32	3	1
M	1	32	4	1
M	1	32	5	1
M	1	32	6	1
M	1	32	7	1
M	1	32	8	1
M	1	32	9	1
M	1	32	10	1
M	1	32	11	1
M	1	32	12	1
M	1	32	13	1
M	1	32	14	1
M	1	32	15	1
M	1	32	16	1
M	1	32	17	1
M	1	32	18	1
M	1	32	19	1
M	1	32	20	1
M	1	32	21	1
M	1	32	22	1
M	1	32	23	1
M	1	36	7	1
M	2	3	4	1
M	2	7	0	1
M	2	7	1	1
M	2	7	2	1
M	2	7	3	1
M	2	7	4	1
M	2	7	5	1
M	2	7	6	1
M	2	7	7	1
M	2	7	8	1
M	2	7	9	1
M	2	7	10	1
M	2	7	11	1
M	2	7	12	1
M	2	7	13	1
M	2	7	14	1
M	2	7	15	1
M	2	7	16	1
M	2	7	17	1
M	2	7	18	1
M	2	7	19	1
M	2	7	20	1
M	2	7	21	1
M	2	7	22	1
M	2	7	23	1
M	2	8	0	1
M	2	8	1	1
M	2	8	2	1
M	2	8	3	1
M	2	8	4	1
M	2	8	5	1
M	2	8	6	1
M	2	8	7	1
M	2	8	8	1
M	2	8	9	1
M	2	8	10	1
M	2	8	11	1
M	2	8	12	1
M	2	8	13	1
M	2	8	14	1
M	2	8	15	1
M	2	8	16	1
M	2	8	17	1
M	2	8	18	1
M	2	8	19	1
M	2	8	20	1
M	2	8	21	1
M	2	8	22	1
M	2	8	23	1
M	2	14	9	1
M	2	14	10	1
M	2	14	11	1
M	2	14	17	1
M	2	14	18	1
M	2	14	19	1
M	2	14	20	1
M	2	14	21	1
M	2	14	22	1
M	2	20	8	1
M	2	20	12	1
M	2	20	20	1
M	2	20	21	1
M	2	20	22	1
M	2	20	23	1
M	2	25	0	1
M	2	25	1	1
M	2	25	2	1
M	2	25	3	1
M	2	25	4	1
M	2	25	5	1
M	2	25	6	1
M	2	25	7	1
M	2	25	8	1
M	2	25	9	1
M	2	25	10	1
M	2	25	11	1
M	2	25	12	1
M	2	25	13	1
M	2	25	14	1
M	2	25	15	1
M	2	25	16	1
M	2	25	17	1
M	2	25	18	1
M	2	25	19	1
M	2	25	20	1
M	2	25	21	1
M	2	25	22	1
M	2	25	23	1
M	2	29	9	1
M	2	29	10	1
M	2	29	11	1
M	2	29	17	1
M	2	29	18	1
M	2	29	19	1
M	2	29	20	1
M	2	29	21	1
M	2	29	22	1
M	2	32	0	1
M	2	32	1	1
M	2	32	2	1
M	2	32	3	1
M	2	32	4	1
M	2	32	5	1
M	2	32	6	1
M	2	32	7	1
M	2	32	8	1
M	2	32	9	1
M	2	32	10	1
M	2	32	11	1
M	2	32	12	1
M	2	32	13	1
M	2	32	14	1
M	2	32	15	1
M	2	32	16	1
M	2	32	17	1
M	2	32	18	1
M	2	32	19	1
M	2	32	20	1
M	2	32	21	1
M	2	32	22	1
M	2	32	23	1
